Type,Name,Latitude,Longitude
Restaurants,Tivoli Hallen,55.6746192,12.5730884
Restaurants,Restaurant Puk,55.6761458,12.5739423
Restaurants,Galathea Kroen,55.6766459,12.5745289
Restaurants,Sakura,55.6821031,12.5801549
Restaurants,Det Lille Apotek,55.680325,12.5745687
Restaurants,Scurry Hub,55.6815692,12.5725665
Restaurants,San Giorgio's,55.6835622,12.5739764
Restaurants,Brdr. Price,55.6839789,12.5743876
Restaurants,Schønnemann,55.682815,12.576023
Restaurants,El Meson,55.682357,12.575696
Restaurants,Nyhavns Færgekro,55.6807141,12.5883495
Restaurants,Heering,55.680554,12.588985
Restaurants,Gallionen,55.6803658,12.5896193
Restaurants,Cap Horn,55.6804068,12.5895232
Restaurants,Venezia,55.6802483,12.590156
Restaurants,Nyhavn 37,55.680137,12.590546
Restaurants,Restaurant Havfruen,55.680111,12.590678
Restaurants,Ved Kajen,55.6800414,12.5909221
Restaurants,Sahil,55.676911,12.589387
Restaurants,Fuego,55.678063,12.589062
Restaurants,Gilleleje,55.679773,12.5895616
Restaurants,Tango & Vinos,55.6791271,12.5897144
Restaurants,Mêlée,55.6757981,12.5426451
Restaurants,Geranium,55.7037103,12.5720401
Restaurants,Zahida,55.6845789,12.5697732
Restaurants,Ristorante Garda,55.6684876,12.4879424
Restaurants,Kung Fu II Izakaya Bar,55.6889266,12.562565
Restaurants,Hos Fischer,55.7017253,12.5807559
Restaurants,Fuji Sushi,55.6709733,12.5314567
Restaurants,Hansens Gamle Familiehave,55.6726005,12.5313911
Restaurants,Krøgers Familiehave,55.6711876,12.5306595
Restaurants,M.G. Petersens Familiehave,55.6714583,12.530748
Restaurants,Grød,55.6936028,12.5428999
Restaurants,Bindia Elmegade,55.689591,12.5582548
Restaurants,Nha Trang,55.6874043,12.5467207
Restaurants,Kaleidoskop,55.6787358,12.5019986
Restaurants,Rasoi,55.6350236,12.5822757
Restaurants,Sushi One,55.7031203,12.5858523
Restaurants,Ranee's,55.686718,12.5572861
Restaurants,Pluto,55.6834694,12.5852555
Restaurants,Måltid,55.7159674,12.5314736
Restaurants,Tandoori Masala,55.688456,12.558808
Restaurants,Saigon,55.6520176,12.5024974
Restaurants,Scarpetta - Islands Brygge,55.6572827,12.5667896
